review_title,date,type,review_body,name,category,ecology,dimension,region,tag
Entretenida experiencia para descubrir la Asturias minera,2020-08-01,Individual,"Llevamos años visitando Asturias y creo que es imprescindible acudir a una de estas instalaciones de vez en cuando para ver como vivía una parte de la sociedad, es una forma de conocer su historia de una forma muy entretenida gracias a sus guías. Os voy a dar unos datos que espero que os sean útiles. Incluso en verano si tienes un chubasquero fino es recomendable (aunque no imprescindible) , ya que dentro de la mina hay mucha humedad y alguna filtración. Hay parking gratuito en las instalaciones del tren. Dentro del trenecito se mantienen las medidas de prevención del COVID, y luego en la medida de lo posible, yo no me sentí en riesgo. La visita empieza justo con la subida en tren, es decir, que si sacas las entradas para las 4, tienes que estar allí sobre las 4 menos cuarto, hay que ser puntuales. El camino de bajada lo puedes hacer andando (unos 20 min) o en tren de nuevo como la subida. Aunque hubiera sido más bonito en un día soleado, se puede hacer en un día de lluvia como nosotros, te mojarías un poco si no llevas paraguas al pasar de un edificio a otro, pero los guías tratan de adaptar las explicaciones a los lugares cubiertos. Tienes que calcular mínimo 2 horas desde que embarcas para subir hasta que estas de vuelta.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1269
100% recomendable,2020-08-01,Parejas,"Soy de la Cuenca minera y nunca había tenido la oportunidad de poder visitar el Ecomuseo. Sin duda es una experiencia que no deja indiferente a nadie y 100% recomendable, desde el tren minero por El Valle de Samuño hasta entrar en el Socavón Emilia y la subida al exterior del Pozo San Luis. La visita guiada por las diferentes instalaciones (lampistería, casa de máquinas, el botiquín, casa de aseos...) fue muy interesante y nuestra guía, Noelia, hizo la visita aún más especial. Sin duda, la recomendaré a todo el que tenga oportunidad de conocer nuestra bonita tierra.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1270
Agradable mañana,2020-08-01,Parejas,"Estupenda actividad para una mañana o tarde. Amena y diferente, buena para todas las edades. Si haces el recorrido de las 12.00 o 13.00h puedes comer en el pueblo tu propia comida o en los locales del pueblo. Reservar entradas por web...sino puedes encontrarte sin entradas.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1271
Agradable visita,2020-07-01,Parejas,"Interesante visita en un tren que te lleva hasta el interior de la mina por el mismo recorrido que hacían los propios mineros. En la mina no de está apenas, sólo una breve explicación. En el exterior se pueden visitar varios edificios que formaron parte del complejo parte acompañados por una guía y parte por libre. Se echa de menos un mapa del recorrido y los edificios y ver algo en el interior de la mina.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1272
Visita interesante,2020-07-01,Parejas,"Visita que incluye un paseo en un tren minero y explicaciones sobre cómo funcionaba el complejo minero en el exterior. En general se hace corta la visita y te quedas con ganas de más. Quizás recomendaría complementar esto con otra actividad que profundice más en lo que era la vida en una mina,ya que está parte se toca muy por encima.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1273
Imprescindible para aproximarse a lo que fue el carbón en Asturias,2020-02-01,Individual,"Poder entrar en el interior de una mina, recorrer sus instalaciones, acercarse a uno de los valles más marcados por las minas de carbón y la industrialización de Asturias, en un entorno bien conservado y magníficamente explicado por las personas que trabajan en el ecomuseo no tiene precio. A mejorar, ofrecer la posibilidad de combinar esta visita con el interesante Museo de la Minería, el de la Siderurgia o la bajada ""más real"" al interior de la mina del pozo Sotón.  Esta última, imprescindible.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1274
Mañana estupenda,2020-03-01,Amigos,"Hemos estado el sábado visitando la mina. El recorrido de el tren genial , mitad en el exterior con un paisaje precioso y la otra mitad en el interior de una mina real. El "" pero "" es que la mina no se ve nada. Al contrario que el MUMI. Sin embargo el exterior una vez sales del pozo San Luis el recinto está curioso y muy bien explicado por la guía Sin duda lo mejor es regresar por la ruta que hay a pie , se tarda unos 20 minutos y es genial , cuesta abajo y para todos los públicos. Lo recomiendo.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1275
Domingo,2020-02-01,Familia,"Muy buena visita, divertido y muy interesante, el personal encantador muy bien explicado merece la pena ir incluso repetir",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1276
Visita turística,2023-10-01,Individual,"Un museo mas que sirve para recordar lo que fue el valle de Samuño, se intenta recordar la forma en la que se extraía el carbón y como se trasportaba.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1277
"el trenecito bien, pero falta visitar galeria de una mina, no los edificios.",2019-12-01,Individual,"Te enseñan todos los edificios de una mina, pero para mi falta lo mas importante. Ver realmente las galerias de una mina, eso lo heche en falta en la visita.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1278
Experiencia en la Cuenca Minera del valle del Samuño.,2019-11-01,Individual,Viiaje en un tren minero durante 2 km.y luego bajada al pozo minero.Tambien las instalaciones del complejo y el barrio en general.,EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1279
Un domingo diferente,2023-10-01,Familia,Un gran ejemplo de Patrimonio industrial asturiano. Ideal para ir en familia y disfrutar del entorno. Es una experiencia apta para todos los públicos. Recomendable para pasar una mañana de domingo y después ir a comer al hotel rural Peña L’agua. Naturaleza y paisaje industrial en una combinación imposible de ser mejorada. Seguro repetiremos.,EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1280
Gran pozo minero,2019-10-01,Parejas,"Impresionante antiguo pozo minero, lo bien conservado que está todo, ya que estuvo activo hasta el 2001 y pensaba que estaría más dejado. Todo el personal muy correcto, desde la recepción hasta las guías. Por cierto, recomiendo hacer la vuelta andando por el sendero que proponen.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1281
MUY RECOMENDABLE,2019-08-01,Familia,"Nos ha gustado mucho. Ha sido una muy buena experiencia. El viaje en tren, la entrada a la mina y luego todo el complejo que hay. Sin duda merece la pena.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1282
Entretenida,2019-08-01,Familia,"Si te gusta la historia de la cruda realidad de la mina no es el la explicación apropiadas ,pero dentro de un entrenamiento q es una explicación correcta para todas las edades está muy bien",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1283
Muy bonito e ilustrativo,2019-08-01,Individual,"Nos gustó mucho ver una explotación casi real, no un museo como tal. El tren, la profundidad y las instalaciones de superficie muy interesantes. Los guías perfectos en su atención y explicaciones. Muy recomendable.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1284
Visita en familia,2019-08-01,Familia,Un viaje al pasado de Asturias y la vida de los mineros. Recomendable si viajas a Asturias. El viaje en tren por el interior de la mina interesante y bien logrado. Os lo recomendamos,EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1285
Para pasar una mañana,2019-08-01,Familia,"Visita sencilla, se coge el tren en la estación y te lleva por una de las vías por las que iban en su día los. Mineros. Te van explicando la historia que para mi era interesante pero el altísimo volumen al que la ponen desluce bastante. Acaba el trayecto y subes a la superficie. Allí un guía te explica los distintos edificios que componían la mina. La vuelta se puede hacer en tren o dando un paseo asequible para niños. Es una experiencia sencilla pero está bien, aunque a mi entender no apta para personas con claustrofobia.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1286
Bien para conocer historia minera de Asturias,2019-07-01,Familia,"Repetimos visita después de muchos años con los niños ya crecidos. Una visita guiada muy interesante donde te cuentan la vida minera visitando una pequeña parte de la mina. Se hace un viaje en un tren minero muy chulo para los niños sobre todo. Te meten dentro de un pozo minero pero a muy poca profundidad. Después te muestran las instalaciones, vestuarios, etc. Lo tienen todo muy bien cuidado. Recomendable para conocer la cultura minera",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1287
Una experiencia fantástica para entrar realmente en una mina,2019-07-01,Familia,"Tuvimos la suerte inmensa de poder acceder a una mina real gracias a este tren que discurre por las vías de la antigua mina de la Nueva. Cuando entras a la boca del túnel de la mina y empiezas a recorrer más de un kilómetro bajo tierra es la única forma que tenemos de comprender lo que significaba el trabajo de los mineros. Experiencia única y excepcional, con una explicación clara de lo que suponía ese trabajo, de las máquinas que intervenían para que la extracción del carbón se realizase con las medidas de seguridad necesarias. En fin, más que recomendable. ¡Ah! Y TODO el personal implicado, de 10",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1288
Interesante visita,2019-07-01,Familia,Después de la visita te das cuenta que loa mineros eran/son auténticos héroes. Tren que recorre parte del recorrido que se utilizaba para extraer el carbón de la antigua mina. Luego se asciende a la superficie a través de un ascensor. En el recorrido hay una explicación y vas con una guía que explica mucho más para que se utiliza toda la maquinaria necesaria.,EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1289
Sorprendente,2019-07-01,Amigos,"Visita amena, divertida y didáctica, para conocer el esforzado trabajo de la mina, sobre todo las instalaciones a pie de tierra. Sorprendente el tren minero. Yo tengo claustrofobia y lo pasé casi sin agobio. Cuando sales, ves a los mineros con otros ojos. Luego bajamos andando hasta la entrada de visitantes por la senda peatonal, un paisaje espectacular y ves la mina abandonada de Samuño. Recomendable",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1290
Muy bueno,2019-07-01,Parejas,"Fantástico tour por la historia de la minería,.. Recomendable 100℅. Primero vas en tren por unas galerías y llegas a adentrate a unos 36 metros en la entrañas de la tierra.... Los guía te van explicando todo muy bien... Aquí sabrás como se trabajaba, como vivían, como cobraban, como se aseaban... Etc etc.. Luego puedes volver en tren de nuevo o caminando por una senda en plena naturaleza un nos 20 minutos y podrás ver otro pozo.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1291
Tren en tunel oscuro,2019-07-01,Familia,"Ecomuseo minero Subes en un tren que te lleva a través de una galería de un pozo de carbón, a 30 metros bajo tierra. Durante el viaje una grabación sirve de audioguia, y en algún tramo se escucha un ruido ensordecedor, el ruido que oían los trabajadores de la mina. Si tienes problema con los ruidos fuertes podría ser un inconveniente, mi hijo no quiso volver en el tren de vuelta por ese motivo. Bajas del tren y subes en un ascensor por el mismo hueco por el que subían y bajaban los mineros. En este punto ya viene un guía. Arriba el guía te explica que son todos los edificios del complejo y para que se usaban. Este complejo está en un pueblo en el que no hay nada. Mejor llevarse comida si es la hora de comer porque únicamente hay un bar. Podemos encontrar picnic al aire libre y techado. Si no quieres esperar al tren de bajada puedes bajar andando por la carretera (sin arcén) Hemos ido con un niño de 7 años. Los niños se lo pasan bien por el tren, pero las explicaciones no están adaptadas a captar su interés y tampoco hay nada interactivo o manipulativo.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1292
Curioso,2019-03-01,Amigos,Una buena manera de que no caiga en desuso una instalaciones que ahora no tienen actividad además se da a conocer una profesión  muy dura y arriesgada,EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1293
Experiencia minera.,2019-06-01,Amigos,"Grata visita al Ecomuseo. Comienza con un divertido y didáctico paseo en el tren minero, luego el/la guía se encarga de hacer la visita muy amena. Todo facilidades, explicaciones, fotos, duración, etc. La vuelta la hicimos dando un agradable paseo (se puede volver en tren). Ofertas gastronómicas en la zona con variadas opciones. Muy recomendable.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1294
Muy interesante. Lo recomiendo,2019-04-01,Individual,"Los guías demuestran un buen conocimiento de la explotación y todo lo que la rodeaba a nivel social, económico... Totalmente recomendable para conocer lo que fue la minería en Asturias, las condiciones de trabajo, cómo funcionaba una mina... Las instalaciones están bien cuidadas. El viaje en tren es chulo para lo niños pequeños. Puedes volver en tren o dando un paseo de una media hora. La visita son unas 2 horas como mínimo, pero puede alargarse más dependiendo de la curiosidad del visitante, si paras a tomar algo en el pueblo...",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1295
